name,theme,product_code,ages,piece_count,vip_points,price,dimension_1,dimension_2,dimension_3,url,date
Taschenanhänger mit dem Mandalorianer und dem Kind,Star Wars™,5006367,6+,NA,60,7.99,NA,NA,NA,/de-de/product/the-mandalorian-with-grogu-bag-tag-5006367,2022-09-19
Darth-Vader™ Taschenanhänger,Star Wars™,5006267,6+,NA,52,6.99,NA,NA,NA,/de-de/product/darth-vader-bag-tag-5006267,2022-09-19
Grogu™ Schlüsselanhänger,Star Wars™,854187,6+,NA,45,5.99,NA,NA,NA,/de-de/product/grogu-keyring-854187,2022-09-19
Schlüsselanhänger mit dem Mandalorianer,Star Wars™,854124,6+,NA,45,5.99,NA,NA,NA,/de-de/product/the-mandalorian-keyring-854124,2022-09-19
Mandalorianer-Schlüsselleuchte,Star Wars™,5006364,6+,NA,90,11.99,NA,NA,NA,/de-de/product/the-mandalorian-key-light-5006364,2022-09-19
Lichtschwert-Gelschreiber,Star Wars™,5007228,6+,NA,37,4.99,NA,NA,NA,/de-de/product/lightsaber-gel-pen-5007228,2022-09-19
Demogorgon & Elfi,Stranger Things,40549,16+,192,150,19.99,NA,NA,NA,/de-de/product/demogorgon-eleven-40549,2022-09-19
Demogorgon Schlüsselanhänger,Stranger Things,854197,6+,NA,45,5.99,NA,NA,NA,/de-de/product/demogorgon-keyring-854197,2022-09-19
Airbus H175 Rettungshubschrauber,Technic,42145,11+,2001,1575,209.99,NA,NA,NA,/de-de/product/airbus-h175-rescue-helicopter-42145,2022-09-19
Umschlagbagger,Technic,42144,10+,835,900,119.99,NA,NA,NA,/de-de/product/material-handler-42144,2022-09-19
Lamborghini Sián FKP 37,Technic,42115,18+,3696,3375,449.99,NA,NA,NA,/de-de/product/lamborghini-sian-fkp-37-42115,2022-09-19
Bugatti Chiron,Technic,42083,16+,3599,2775,369.99,NA,NA,NA,/de-de/product/bugatti-chiron-42083,2022-09-19
Ford® F-150 Raptor,Technic,42126,18+,1379,1050,139.99,"H: 6"" (15cm)","B: 17"" (42cm)","T: 8"" (18cm)",/de-de/product/ford-f-150-raptor-42126,2022-09-19
Appgesteuerter Cat® D11 Bulldozer,Technic,42131,18+,3854,3750,499.99,"H: 11"" (26cm)","B: 23"" (57cm)","T: 15"" (37cm)",/de-de/product/app-controlled-cat-d11-bulldozer-42131,2022-09-19
Ferrari Daytona SP3,Technic,42143,18+,3778,3375,449.99,"H: 6"" (14cm)","B: 10"" (25cm)","T: 24"" (59cm)",/de-de/product/ferrari-daytona-sp3-42143,2022-09-19
4x4 Mercedes-Benz Zetros Offroad-Truck,Technic,42129,12+,2129,2475,329.99,"H: 9"" (21cm)","B: 8"" (19cm)","T: 19"" (48cm)",/de-de/product/4x4-mercedes-benz-zetros-trial-truck-42129,2022-09-19
Knickgelenkter Volvo-Dumper (6x6),Technic,42114,11+,2193,1950,259.99,NA,NA,NA,/de-de/product/6x6-volvo-articulated-hauler-42114,2022-09-19
BMW M 1000 RR,Technic,42130,18+,1920,1875,249.99,"H: 11"" (27cm)","B: 7"" (17cm)","T: 18"" (45cm)",/de-de/product/bmw-m-1000-rr-42130,2022-09-19
Ferrari 488 GTE “AF Corse #51”,Technic,42125,18+,1684,1500,199.99,NA,NA,NA,/de-de/product/ferrari-488-gte-af-corse-51-42125,2022-09-19
Land Rover Defender,Technic,42110,11+,2573,1500,199.99,NA,NA,NA,/de-de/product/land-rover-defender-42110,2022-09-19
McLaren Formel 1™ Rennwagen,Technic,42141,18+,1434,1500,199.99,NA,NA,NA,/de-de/product/mclaren-formula-1-race-car-42141,2022-09-19
Porsche 911 RSR,Technic,42096,10+,1580,1500,199.99,NA,NA,NA,/de-de/product/porsche-911-rsr-42096,2022-09-19
Schwerlast-Abschleppwagen,Technic,42128,11+,2017,1350,179.99,"H: 9"" (22cm)","B: 6"" (14cm)","T: 23"" (58cm)",/de-de/product/heavy-duty-tow-truck-42128,2022-09-19
App-gesteuertes Transformationsfahrzeug,Technic,42140,9+,772,1125,149.99,NA,NA,NA,/de-de/product/app-controlled-transformation-vehicle-42140,2022-09-19
Geländewagen,Technic,42124,10+,374,975,129.99,NA,NA,NA,/de-de/product/off-road-buggy-42124,2022-09-19
Dom's Dodge Charger,Technic,42111,10+,1077,900,119.99,NA,NA,NA,/de-de/product/dom-s-dodge-charger-42111,2022-09-19
Geländefahrzeug,Technic,42139,10+,764,675,89.99,NA,NA,NA,/de-de/product/all-terrain-vehicle-42139,2022-09-19
Ducati Panigale V4 R,Technic,42107,10+,646,525,69.99,NA,NA,NA,/de-de/product/ducati-panigale-v4-r-42107,2022-09-19
Ford Mustang Shelby® GT500®,Technic,42138,9+,544,375,49.99,NA,NA,NA,/de-de/product/ford-mustang-shelby-gt500-42138,2022-09-19
Formula E® Porsche 99X Electric,Technic,42137,9+,422,375,49.99,NA,NA,NA,/de-de/product/formula-e-porsche-99x-electric-42137,2022-09-19
Jeep® Wrangler,Technic,42122,9+,665,375,49.99,NA,NA,NA,/de-de/product/jeep-wrangler-42122,2022-09-19
McLaren Senna GTR™,Technic,42123,10+,830,375,49.99,NA,NA,NA,/de-de/product/mclaren-senna-gtr-42123,2022-09-19
Hydraulikbagger,Technic,42121,8+,569,300,39.99,NA,NA,NA,/de-de/product/heavy-duty-excavator-42121,2022-09-19
John Deere 9620R 4WD Tractor,Technic,42136,8+,390,225,29.99,NA,NA,NA,/de-de/product/john-deere-9620r-4wd-tractor-42136,2022-09-19
Luftkissenboot für Rettungseinsätze,Technic,42120,8+,457,225,29.99,NA,NA,NA,/de-de/product/rescue-hovercraft-42120,2022-09-19
Monster Jam® Grave Digger®,Technic,42118,7+,212,150,19.99,NA,NA,NA,/de-de/product/monster-jam-grave-digger-42118,2022-09-19
Monster Jam® Max-D®,Technic,42119,7+,230,150,19.99,NA,NA,NA,/de-de/product/monster-jam-max-d-42119,2022-09-19
Monster Jam™ El Toro Loco™,Technic,42135,7+,247,150,19.99,NA,NA,NA,/de-de/product/monster-jam-el-toro-loco-42135,2022-09-19
Monster Jam™ Megalodon™,Technic,42134,7+,260,150,19.99,NA,NA,NA,/de-de/product/monster-jam-megalodon-42134,2022-09-19
Chopper,Technic,42132,7+,163,75,9.99,NA,NA,NA,/de-de/product/motorcycle-42132,2022-09-19
Kompaktlader,Technic,42116,7+,140,75,9.99,NA,NA,NA,/de-de/product/skid-steer-loader-42116,2022-09-19
Rennflugzeug,Technic,42117,7+,154,75,9.99,NA,NA,NA,/de-de/product/racing-plane-42117,2022-09-19
Teleskoplader,Technic,42133,7+,143,75,9.99,NA,NA,NA,/de-de/product/telehandler-42133,2022-09-19
Fluchtfahrzeug,Technic,42090,7+,128,150,19.99,NA,NA,NA,/de-de/product/getaway-truck-42090,2022-09-19
Ferrari Daytona SP3 The Sense of Perfection,Technic,5007418,10+,NA,600,79.99,NA,NA,NA,/de-de/product/ferrari-daytona-sp3-the-sense-of-perfection-5007418,2022-09-19
Boombox,VIDIYO™,43115,9+,996,525,99.99,"H: 7"" (16cm)","B: 14"" (35cm)","T: 10"" (23cm)",/de-de/product/the-boombox-43115,2022-09-19
Punk Pirate Ship,VIDIYO™,43114,8+,615,367,69.99,"H: 8"" (19cm)","B: 8"" (18cm)","T: 10"" (24cm)",/de-de/product/punk-pirate-ship-43114,2022-09-19
K-Pawp Concert,VIDIYO™,43113,8+,514,262,49.99,"H: 6"" (13cm)","B: 12"" (30cm)","T: 6"" (14cm)",/de-de/product/k-pawp-concert-43113,2022-09-19
Candy Castle Stage,VIDIYO™,43111,7+,344,157,29.99,"H: 6"" (13cm)","B: 7"" (17cm)","T: 6"" (14cm)",/de-de/product/candy-castle-stage-43111,2022-09-19
Robo HipHop Car,VIDIYO™,43112,7+,387,157,29.99,"H: 4"" (8cm)","B: 5"" (12cm)","T: 8"" (18cm)",/de-de/product/robo-hiphop-car-43112,2022-09-19
Alien DJ BeatBox,VIDIYO™,43104,7+,73,105,19.99,NA,NA,NA,/de-de/product/alien-dj-beatbox-43104,2022-09-19
Candy Mermaid BeatBox,VIDIYO™,43102,7+,71,105,19.99,NA,NA,NA,/de-de/product/candy-mermaid-beatbox-43102,2022-09-19
HipHop Robot BeatBox,VIDIYO™,43107,7+,73,105,19.99,NA,NA,NA,/de-de/product/hiphop-robot-beatbox-43107,2022-09-19
Party Llama BeatBox,VIDIYO™,43105,7+,82,105,19.99,NA,NA,NA,/de-de/product/party-llama-beatbox-43105,2022-09-19
Punk Pirate BeatBox,VIDIYO™,43103,7+,73,105,19.99,NA,NA,NA,/de-de/product/punk-pirate-beatbox-43103,2022-09-19
Unicorn DJ BeatBox,VIDIYO™,43106,7+,84,105,19.99,NA,NA,NA,/de-de/product/unicorn-dj-beatbox-43106,2022-09-19
Bandmates,VIDIYO™,43101,7+,11,26,4.99,NA,NA,NA,/de-de/product/bandmates-43101,2022-09-19
Folk Fairy BeatBox,VIDIYO™,43110,7+,89,105,19.99,"H: 4"" (8cm)","B: 4"" (9cm)","T: 3"" (7cm)",/de-de/product/folk-fairy-beatbox-43110,2022-09-19
Metal Dragon BeatBox,VIDIYO™,43109,7+,86,105,19.99,"H: 4"" (8cm)","B: 5"" (11cm)","T: 3"" (7cm)",/de-de/product/metal-dragon-beatbox-43109,2022-09-19
Wasser-Klebeband,Xtra,854065,6+,23,67,8.99,NA,NA,NA,/de-de/product/water-tape-854065,2022-09-19
Sportzubehör,Xtra,40375,6+,36,30,3.99,NA,NA,NA,/de-de/product/sports-accessories-40375,2022-09-19
Kurzhaarkatzen,BrickHeadz,40441,8+,250,112,14.99,NA,NA,NA,/de-de/product/shorthair-cats-40441,2022-09-19
Dalmatiner,BrickHeadz,40479,8+,252,67,14.99,NA,NA,NA,/de-de/product/dalmatian-40479,2022-09-19
Deutscher Schäferhund,BrickHeadz,40440,8+,247,67,14.99,NA,NA,NA,/de-de/product/german-shepherd-40440,2022-09-19
Rot getigerte Katze,BrickHeadz,40480,8+,269,112,14.99,NA,NA,NA,/de-de/product/ginger-tabby-40480,2022-09-19
LEGO® City Adventskalender,City,60352,5+,287,187,24.99,NA,NA,NA,/de-de/product/lego-city-advent-calendar-60352,2022-09-19
Güterzug,City,60336,7+,1153,1350,179.99,NA,NA,NA,/de-de/product/freight-train-60336,2022-09-19
Personen-Schnellzug,City,60337,7+,764,1200,159.99,NA,NA,NA,/de-de/product/express-passenger-train-60337,2022-09-19
Raumfahrtzentrum,City,60351,7+,1010,1125,149.99,NA,NA,NA,/de-de/product/rocket-launch-centre-60351,2022-09-19
Stuntshow-Doppellooping,City,60339,7+,598,1125,149.99,NA,NA,NA,/de-de/product/double-loop-stunt-arena-60339,2022-09-19
Banküberfall mit Verfolgungsjagd,City,60317,7+,915,750,99.99,NA,NA,NA,/de-de/product/police-chase-at-the-bank-60317,2022-09-19
Modernes Familienhaus,City,60291,5+,388,375,49.99,"H: 9"" (22cm)","B: 10"" (25cm)","T: 10"" (25cm)",/de-de/product/family-house-60291,2022-09-19
Polizeiboot,City,60277,5+,276,375,49.99,NA,NA,NA,/de-de/product/police-patrol-boat-60277,2022-09-19
Geländekran,City,60324,7+,340,337,44.99,NA,NA,NA,/de-de/product/mobile-crane-60324,2022-09-19
LKW mit Weltraumkarussell,City,60313,6+,433,337,44.99,NA,NA,NA,/de-de/product/space-ride-amusement-truck-60313,2022-09-19
Mobile Polizei-Einsatzzentrale,City,60315,6+,436,337,44.99,NA,NA,NA,/de-de/product/police-mobile-command-truck-60315,2022-09-19
Tierrettungs-Geländewagen,City,60301,4+,157,337,44.99,NA,NA,NA,/de-de/product/wildlife-rescue-off-roader-60301,2022-09-19
Polizei und Feuerwehr im Küsteneinsatz,City,60308,5+,297,300,39.99,NA,NA,NA,/de-de/product/seaside-police-and-fire-mission-60308,2022-09-19
Mond-Rover,City,60348,6+,275,262,34.99,NA,NA,NA,/de-de/product/lunar-roving-vehicle-60348,2022-09-19
Autotransporter,City,60305,5+,342,225,29.99,NA,NA,NA,/de-de/product/car-transporter-60305,2022-09-19
Detektivmissionen der Wasserpolizei,City,60355,6+,278,225,29.99,NA,NA,NA,/de-de/product/water-police-detective-missions-60355,2022-09-19
Eiswagen-Verfolgungsjagd,City,60314,5+,317,225,29.99,NA,NA,NA,/de-de/product/ice-cream-truck-police-chase-60314,2022-09-19
Erkundungsmissionen im Weltraum,City,60354,6+,298,225,29.99,NA,NA,NA,/de-de/product/mars-spacecraft-exploration-missions-60354,2022-09-19
Feuerwehrhubschrauber,City,60281,5+,212,225,29.99,NA,NA,NA,/de-de/product/fire-rescue-helicopter-60281,2022-09-19
Gemüse-Lieferwagen,City,60345,5+,310,225,29.99,NA,NA,NA,/de-de/product/farmers-market-van-60345,2022-09-19
Hubschrauber Transporter,City,60343,5+,215,225,29.99,NA,NA,NA,/de-de/product/rescue-helicopter-transport-60343,2022-09-19
Löscheinsatz und Verfolgungsjagd,City,60319,5+,295,225,29.99,NA,NA,NA,/de-de/product/fire-rescue-police-chase-60319,2022-09-19
Rettungsschwimmer-Station,City,60328,5+,211,225,29.99,NA,NA,NA,/de-de/product/beach-lifeguard-station-60328,2022-09-19
SUV mit Pferdeanhänger,City,60327,5+,196,225,29.99,NA,NA,NA,/de-de/product/horse-transporter-60327,2022-09-19
Stunt-Park,City,60293,5+,170,225,29.99,"H: 4"" (10cm)","B: 12"" (30cm)","T: 6"" (13cm)",/de-de/product/stunt-park-60293,2022-09-19
Tierrettungsmissionen,City,60353,6+,246,225,29.99,NA,NA,NA,/de-de/product/wild-animal-rescue-missions-60353,2022-09-19
Taj Mahal,Architecture,21056,18+,2022,900,119.99,"H: 8"" (20cm)","B: 10"" (23cm)","T: 10"" (23cm)",/de-de/product/taj-mahal-21056,2022-03-22
Das Weiße Haus,Architecture,21054,18+,1483,750,99.99,NA,NA,NA,/de-de/product/the-white-house-21054,2022-03-22
Freiheitsstatue,Architecture,21042,16+,1685,750,99.99,NA,NA,NA,/de-de/product/statue-of-liberty-21042,2022-03-22
Singapur,Architecture,21057,18+,827,450,59.99,NA,NA,NA,/de-de/product/singapore-21057,2022-03-22
Tokio,Architecture,21051,16+,547,450,59.99,NA,NA,NA,/de-de/product/tokyo-21051,2022-03-22
New York City,Architecture,21028,12+,598,375,49.99,NA,NA,NA,/de-de/product/new-york-city-21028,2022-03-22
Paris,Architecture,21044,12+,649,375,49.99,NA,NA,NA,/de-de/product/paris-21044,2022-03-22
London,Architecture,21034,12+,468,300,39.99,NA,NA,NA,/de-de/product/london-21034,2022-03-22
Jim Lee Batman™ Kollektion,Batman™,31205,18+,4167,900,119.99,NA,NA,NA,/de-de/product/jim-lee-batman-collection-31205,2022-03-22
1989 Batwing,DC,76161,18+,2363,1500,199.99,"H: 5"" (11cm)","B: 23"" (58cm)","T: 21"" (52cm)",/de-de/product/1989-batwing-76161,2022-03-22
LEGO® DC Batman™ – Batmobile™ Tumbler,DC,76240,18+,2049,1725,229.99,NA,NA,NA,/de-de/product/lego-dc-batman-batmobile-tumbler-76240,2022-03-22
BATMANS BATMOBIL™,Technic,42127,10+,1360,NA,99.99,NA,NA,NA,/de-de/product/the-batman-batmobile-42127,2022-03-22
Bathöhle™: Duell mit Riddler™,DC,76183,8+,581,525,69.99,NA,NA,NA,/de-de/product/batcave-the-riddler-face-off-76183,2022-03-22
Batman™ Helm,DC,76182,18+,410,450,59.99,NA,NA,NA,/de-de/product/batman-cowl-76182,2022-03-22
Batman™ Maske aus dem TV-Klassiker,DC,76238,18+,372,450,59.99,NA,NA,NA,/de-de/product/classic-tv-series-batman-cowl-76238,2022-03-22
Batman™ vs. Joker™: Verfolgungsjagd im Batmobil,DC,76180,4+,136,225,29.99,NA,NA,NA,/de-de/product/batman-vs-the-joker-batmobile-chase-76180,2022-03-22
Batmobile™: Verfolgung des Pinguins™,DC,76181,8+,392,NA,29.99,NA,NA,NA,/de-de/product/batmobile-the-penguin-chase-76181,2022-03-22
Batman™,DC,40386,8+,115,90,19.99,NA,NA,NA,/de-de/product/batman-40386,2022-03-22
Joker™,DC,40428,8+,170,90,19.99,NA,NA,NA,/de-de/product/the-joker-40428,2022-03-22
Batman™ & Selina Kyle™: Verfolgungsjagd auf dem Motorrad,DC,76179,6+,149,NA,14.99,NA,NA,NA,/de-de/product/batman-selina-kyle-motorcycle-pursuit-76179,2022-03-22
THE LEGO BATMAN MOVIE HARLEY QUINN GEPÄCKANHÄNGER,Batman™,5005296,6+,NA,75,9.99,NA,NA,NA,/de-de/product/lego-batman-movie-hq-luggage-tag-5005296,2022-03-22
THE LEGO® BATMAN MOVIE – GEPÄCKANHÄNGER,Batman™,5005273,6+,NA,75,9.99,NA,NA,NA,/de-de/product/lego-batman-movie-luggage-tag-5005273,2022-03-22
LEGO® DC Batman™ – Batmobile™ Tumbler: Duell mit Scarecrow™,DC,76239,8+,422,300,39.99,"H: 3"" (7cm)","B: 5"" (12cm)","T: 8"" (19cm)",/de-de/product/lego-dc-batman-batmobile-tumbler-scarecrow-showdown-76239,2022-03-22
Batmobile™ aus dem TV-Klassiker „Batman™“,DC,76188,7+,345,262,34.99,NA,NA,NA,/de-de/product/batman-classic-tv-series-batmobile-76188,2022-03-22
Batman™ Schlüsselanhänger,DC,853951,6+,NA,37,4.99,NA,NA,NA,/de-de/product/batman-keyring-853951,2022-03-22
Programmierbares Roboticset,BOOST,17101,7-12,847,1275,169.99,NA,NA,NA,/de-de/product/boost-creative-toolbox-17101,2022-03-22
Hommage an die Spice Girls,BrickHeadz,40548,16+,578,375,49.99,NA,NA,NA,/de-de/product/spice-girls-tribute-40548,2022-03-22
"Dagobert Duck, Tick, Trick & Track",BrickHeadz,40477,10+,340,187,24.99,NA,NA,NA,/de-de/product/scrooge-mcduck-huey-dewey-louie-40477,2022-03-22
"Harry, Hermine, Ron & Hagrid™",BrickHeadz,40495,10+,466,187,24.99,NA,NA,NA,/de-de/product/harry-hermione-ron-hagrid-40495,2022-03-22
Chip & Chap,BrickHeadz,40550,10+,226,150,19.99,NA,NA,NA,/de-de/product/chip-dale-40550,2022-03-22
Demogorgon & Elfi,Stranger Things,40549,16+,192,150,19.99,NA,NA,NA,/de-de/product/demogorgon-eleven-40549,2022-03-22
"Gru, Stuart & Otto",BrickHeadz,40420,10+,244,150,19.99,NA,NA,NA,/de-de/product/gru-stuart-and-otto-40420,2022-03-22
Pandas fürs chinesische Neujahrsfest,BrickHeadz,40466,10+,249,150,19.99,NA,NA,NA,/de-de/product/chinese-new-year-pandas-40466,2022-03-22
Road Runner & Wile E. Coyote,BrickHeadz,40559,10+,205,150,19.99,NA,NA,NA,/de-de/product/road-runner-wile-e-coyote-40559,2022-03-22
Woody und Porzellinchen,BrickHeadz,40553,10+,296,150,19.99,NA,NA,NA,/de-de/product/woody-and-bo-peep-40553,2022-03-22
Goldfisch,BrickHeadz,40442,8+,186,112,14.99,NA,NA,NA,/de-de/product/goldfish-40442,2022-03-22
Goofy & Pluto,Disney™,40378,10+,214,112,14.99,NA,NA,NA,/de-de/product/goofy-pluto-40378,2022-03-22
Kurzhaarkatzen,BrickHeadz,40441,8+,250,112,14.99,NA,NA,NA,/de-de/product/shorthair-cats-40441,2022-03-22
Wellensittich,BrickHeadz,40443,8+,261,112,14.99,NA,NA,NA,/de-de/product/budgie-40443,2022-03-22
Buzz Lightyear,BrickHeadz,40552,10+,114,75,9.99,NA,NA,NA,/de-de/product/buzz-lightyear-40552,2022-03-22
Daisy Duck,BrickHeadz,40476,10+,110,75,9.99,NA,NA,NA,/de-de/product/daisy-duck-40476,2022-03-22
Donald Duck,Disney™,40377,10+,90,75,9.99,NA,NA,NA,/de-de/product/donald-duck-40377,2022-03-22
Freiheitsstatue,BrickHeadz,40367,10+,153,75,9.99,NA,NA,NA,/de-de/product/lady-liberty-40367,2022-03-22
Der Mandalorianer™ und das Kind,Star Wars™,75317,10+,NA,150,19.99,NA,NA,NA,/de-de/product/the-mandalorian-the-child-75317,2022-03-22
Bernhardiner,BrickHeadz,40543,8+,236,112,14.99,NA,NA,NA,/de-de/product/st-bernard-40543,2022-03-22
Dalmatiner,BrickHeadz,40479,8+,252,67,14.99,NA,NA,NA,/de-de/product/dalmatian-40479,2022-03-22
Deutscher Schäferhund,BrickHeadz,40440,8+,247,67,14.99,NA,NA,NA,/de-de/product/german-shepherd-40440,2022-03-22
Hamster,BrickHeadz,40482,8+,243,67,14.99,NA,NA,NA,/de-de/product/hamster-40482,2022-03-22
Nymphensittich,BrickHeadz,40481,8+,219,67,14.99,NA,NA,NA,/de-de/product/cockatiel-40481,2022-03-22
Pets - French Bulldog,BrickHeadz,40544,8+,237,112,14.99,NA,NA,NA,/de-de/product/pets-french-bulldog-40544,2022-03-22
Rot getigerte Katze,BrickHeadz,40480,8+,269,112,14.99,NA,NA,NA,/de-de/product/ginger-tabby-40480,2022-03-22
Braut,BrickHeadz,40383,10+,306,58,12.99,NA,NA,NA,/de-de/product/wedding-bride-40383,2022-03-22
Bräutigam,BrickHeadz,40384,10+,255,58,12.99,NA,NA,NA,/de-de/product/wedding-groom-40384,2022-03-22
Geburtstagsclown,BrickHeadz,40348,10+,150,75,9.99,NA,NA,NA,/de-de/product/birthday-clown-40348,2022-03-22
Löwentänzer,BrickHeadz,40540,10+,239,75,9.99,NA,NA,NA,/de-de/product/lion-dance-guy-40540,2022-03-22
Osterlamm,BrickHeadz,40380,10+,192,75,9.99,NA,NA,NA,/de-de/product/easter-sheep-40380,2022-03-22
"Voldemort™, Nagini & Bellatrix",BrickHeadz,40496,10+,344,187,24.99,NA,NA,NA,/de-de/product/voldemort-nagini-bellatrix-40496,2022-03-22
Ahsoka Tano™,Star Wars™,40539,10+,164,75,9.99,NA,NA,NA,/de-de/product/ahsoka-tano-40539,2022-03-22
Micky Maus,Disney™,40456,8+,118,127,16.99,NA,NA,NA,/de-de/product/mickey-mouse-40456,2022-03-22
Minnie Maus,Disney™,40457,8+,140,127,16.99,NA,NA,NA,/de-de/product/minnie-mouse-40457,2022-03-22
LEGO® Brick Sketches™ Stormtrooper™,Star Wars™,40391,8+,151,90,19.99,NA,NA,NA,/de-de/product/first-order-stormtrooper-40391,2022-03-22
BB-8™,Star Wars™,40431,8+,171,76,16.99,NA,NA,NA,/de-de/product/brick-sketches-bb-8-40431,2022-03-22
Iron Man,Brick Sketches™,40535,8+,200,127,16.99,NA,NA,NA,/de-de/product/iron-man-40535,2022-03-22
Miles Morales,Spider-Man,40536,8+,214,127,16.99,NA,NA,NA,/de-de/product/miles-morales-40536,2022-03-22
Raumfahrtzentrum,City,60351,7+,1010,1050,139.99,NA,NA,NA,/de-de/product/rocket-launch-center-60351,2022-03-22
Mond-Forschungsbasis,City,60350,7+,786,750,99.99,NA,NA,NA,/de-de/product/lunar-research-base-60350,2022-03-22
Mond-Raumstation,City,60349,6+,500,450,59.99,NA,NA,NA,/de-de/product/lunar-space-station-60349,2022-03-22
Mond-Rover,City,60348,6+,275,225,29.99,NA,NA,NA,/de-de/product/lunar-roving-vehicle-60348,2022-03-22
Polizeistation,City,60246,6+,743,750,99.99,NA,NA,NA,/de-de/product/police-station-60246,2022-03-22
Einkaufsstraße mit Geschäften,City,60306,6+,533,525,69.99,"H: 6"" (13cm)","B: 16"" (40cm)","T: 12"" (28cm)",/de-de/product/shopping-street-60306,2022-03-22
Safari-Geländewagen,City,60267,5+,168,150,19.99,NA,NA,NA,/de-de/product/safari-off-roader-60267,2022-03-22
Personenzug,City,60197,6-12,677,975,129.99,NA,NA,NA,/de-de/product/passenger-train-60197,2022-03-22
Güterzug,City,60198,6-12,1226,1425,189.99,NA,NA,NA,/de-de/product/cargo-train-60198,2022-03-22
Banküberfall mit Verfolgungsjagd,City,60317,7+,915,750,99.99,NA,NA,NA,/de-de/product/police-chase-at-the-bank-60317,2022-03-22
Feuerwehreinsatz mit Löschtruppe,City,60321,7+,766,750,99.99,NA,NA,NA,/de-de/product/fire-brigade-60321,2022-03-22
Krankenhaus,City,60330,7+,816,750,99.99,NA,NA,NA,/de-de/product/hospital-60330,2022-03-22
Passagierflugzeug,City,60262,6+,669,750,99.99,NA,NA,NA,/de-de/product/passenger-airplane-60262,2022-03-22
Stadtzentrum,City,60292,6+,790,750,99.99,NA,NA,NA,/de-de/product/town-center-60292,2022-03-22
Stuntshow-Arena,City,60295,6+,NA,750,99.99,"H: 5"" (11cm)","B: 6"" (14cm)","T: 4"" (9cm)",/de-de/product/stunt-show-arena-60295,2022-03-22
Tierrettungscamp,City,60307,6+,503,750,99.99,NA,NA,NA,/de-de/product/wildlife-rescue-camp-60307,2022-03-22
Tierrettungseinsatz,City,60302,6+,525,675,89.99,NA,NA,NA,/de-de/product/wildlife-rescue-operation-60302,2022-03-22
Meeresforschungsbasis,City,60265,6+,497,450,59.99,NA,NA,NA,/de-de/product/ocean-exploration-base-60265,2022-03-22
Mobile Feuerwehreinsatzzentrale,City,60282,6+,380,450,59.99,NA,NA,NA,/de-de/product/fire-command-unit-60282,2022-03-22
Polizeistation,City,60316,6+,668,450,59.99,NA,NA,NA,/de-de/product/police-station-60316,2022-03-22
Schule mit Schulbus,City,60329,6+,433,450,59.99,NA,NA,NA,/de-de/product/school-day-60329,2022-03-22
Stuntshow-Truck,City,60294,6+,420,NA,59.99,"H: 7"" (16cm)","B: 19"" (48cm)","T: 3"" (7cm)",/de-de/product/stunt-show-truck-60294,2022-03-22
Modernes Familienhaus,City,60291,5+,388,375,49.99,"H: 9"" (22cm)","B: 10"" (25cm)","T: 10"" (25cm)",/de-de/product/family-house-60291,2022-03-22
Polizeiboot,City,60277,5+,276,375,49.99,NA,NA,NA,/de-de/product/police-patrol-boat-60277,2022-03-22
Tierrettungs-Geländewagen,City,60301,4+,157,337,44.99,NA,NA,NA,/de-de/product/wildlife-rescue-off-roader-60301,2022-03-22
Geländekran,City,60324,7+,340,300,39.99,NA,NA,NA,/de-de/product/mobile-crane-60324,2022-03-22
Mobile Polizei-Einsatzzentrale,City,60315,6+,436,300,39.99,NA,NA,NA,/de-de/product/police-mobile-command-truck-60315,2022-03-22
Polizei und Feuerwehr im Küsteneinsatz,City,60308,5+,297,300,39.99,NA,NA,NA,/de-de/product/seaside-police-and-fire-mission-60308,2022-03-22
Autotransporter,City,60305,5+,342,225,29.99,NA,NA,NA,/de-de/product/car-transporter-60305,2022-03-22
