name,theme,product_code,ages,piece_count,vip_points,price,dimension_1,dimension_2,dimension_3,url,date
LEGO® Titanic,Creator Expert,10294,18+,9090,4725,629.99,"H: 18"" (44cm)","B: 7"" (16cm)","T: 54"" (135cm)",/de-de/product/lego-titanic-10294,2022-03-22
Superman™ Schlüsselanhänger,DC,853952,6+,NA,37,4.99,NA,NA,NA,/de-de/product/superman-keyring-853952,2022-03-22
Arielles Unterwasserschloss,Disney™,43207,6+,498,637,84.99,NA,NA,NA,/de-de/product/ariel-s-underwater-palace-43207,2022-03-22
Elsa und Nokks Eisstall,Disney™,43209,4+,53,112,14.99,NA,NA,NA,/de-de/product/elsa-and-the-nokk-s-ice-stable-43209,2022-03-22
Der Eispalast,Disney™,43197,14+,1709,1575,209.99,NA,NA,NA,/de-de/product/the-ice-castle-43197,2022-03-22
Micky Maus und Minnie Maus,Disney™,43179,18+,1739,1350,179.99,"H: 15"" (36cm)","B: 8"" (19cm)","T: 7"" (17cm)",/de-de/product/mickey-mouse-minnie-mouse-buildable-characters-43179,2022-03-22
Winnie Puh,Disney™,21326,18+,1265,750,99.99,"H: 10"" (24cm)","B: 8"" (18cm)","T: 9"" (22cm)",/de-de/product/winnie-the-pooh-21326,2022-03-22
Das Disney Schloss,Disney™,71040,16+,4080,2625,349.99,NA,NA,NA,/de-de/product/the-disney-castle-71040,2022-03-22
Disney's Mickey Mouse,Disney™,31202,18+,2658,900,119.99,NA,NA,NA,/de-de/product/disney-s-mickey-mouse-31202,2022-03-22
Belles Schloss,Disney™,43196,6+,505,637,84.99,"H: 11"" (27cm)","B: 13"" (32cm)",NA,/de-de/product/belle-and-the-beast-s-castle-43196,2022-03-22
Rapunzels Turm,Disney™,43187,6+,369,450,59.99,NA,NA,NA,/de-de/product/rapunzel-s-tower-43187,2022-03-22
Belles und Rapunzels königliche Ställe,Disney™,43195,5+,239,375,49.99,"H: 10"" (24cm)","B: 13"" (33cm)","T: 3"" (7cm)",/de-de/product/belle-and-rapunzel-s-royal-stables-43195,2022-03-22
Das Haus der Madrigals,Disney™,43202,6+,587,375,49.99,NA,NA,NA,/de-de/product/the-madrigal-house-43202,2022-03-22
Elsas Eispalast,Disney™,10899,2+,59,375,49.99,NA,NA,NA,/de-de/product/frozen-ice-castle-10899,2022-03-22
Mickys Feuerwehrstation und Feuerwehrauto,Disney™,10776,4+,144,375,49.99,NA,NA,NA,/de-de/product/mickey-friends-fire-truck-station-10776,2022-03-22
Minnies Haus mit Café,Disney™,10942,2+,91,375,49.99,NA,NA,NA,/de-de/product/minnie-s-house-and-cafe-10942,2022-03-22
Annas und Elsas Wintermärchen,Disney™,43194,4+,154,300,39.99,"H: 10"" (23cm)","B: 6"" (13cm)",NA,/de-de/product/anna-and-elsa-s-frozen-wonderland-43194,2022-03-22
Cinderellas königliche Kutsche,Disney™,43192,6+,237,300,39.99,NA,NA,NA,/de-de/product/cinderella-s-royal-carriage-43192,2022-03-22
Elsas Schmuckkästchen,Die Eiskönigin,41168,6+,300,300,39.99,NA,NA,NA,/de-de/product/elsa-s-jewelry-box-creation-41168,2022-03-22
Jasmins und Mulans Abenteuer,Disney™,43208,5+,176,300,39.99,NA,NA,NA,/de-de/product/jasmine-and-mulan-s-adventure-43208,2022-03-22
Elsa und die Rentierkutsche,Die Eiskönigin,41166,4+,116,225,29.99,NA,NA,NA,/de-de/product/elsa-s-wagon-adventure-41166,2022-03-22
Mickys und Donald Duck's Farm,Disney™,10775,4+,118,225,29.99,NA,NA,NA,/de-de/product/mickey-mouse-donald-duck-s-farm-10775,2022-03-22
Mickys und Minnies Geburtstagszug,Disney™,10941,2+,22,225,29.99,NA,NA,NA,/de-de/product/mickey-minnie-birthday-train-10941,2022-03-22
"Märchenbuch Abenteuer mit Arielle, Belle, Cinderella und Tiana",Disney™,43193,5+,130,187,24.99,"H: 4"" (8cm)","B: 10"" (23cm)","T: 5"" (12cm)",/de-de/product/ariel-belle-cinderella-and-tiana-s-storybook-adventures-43193,2022-03-22
Antonios magische Tür,Disney™,43200,5+,99,NA,19.99,NA,NA,NA,/de-de/product/antonio-s-magical-door-43200,2022-03-22
Belles Ballsaal,Disney™,10960,2+,23,150,19.99,NA,NA,NA,/de-de/product/belle-s-ballroom-10960,2022-03-22
Elsas Märchenbuch,Disney™,43189,5+,125,150,19.99,NA,NA,NA,/de-de/product/elsa-and-the-nokk-storybook-adventures-43189,2022-03-22
Elsas und Olafs Eis-Café,Disney™,10920,2+,17,150,19.99,NA,NA,NA,/de-de/product/elsa-and-olaf-s-tea-party-10920,2022-03-22
Mickys und Minnies Weltraumrakete,Disney™,10774,4+,88,150,19.99,NA,NA,NA,/de-de/product/mickey-mouse-minnie-mouse-s-space-rocket-10774,2022-03-22
Minnies Eisdiele,Disney™,10773,4+,100,150,19.99,NA,NA,NA,/de-de/product/minnie-mouse-s-ice-cream-shop-10773,2022-03-22
Annas Schlosshof,Disney™,43198,5+,74,75,9.99,NA,NA,NA,/de-de/product/anna-s-castle-courtyard-43198,2022-03-22
Elsas Schlosshof,Disney™,43199,5+,53,75,9.99,NA,NA,NA,/de-de/product/elsa-s-castle-courtyard-43199,2022-03-22
Mickys Propellerflugzeug,Disney™,10772,4+,59,75,9.99,NA,NA,NA,/de-de/product/mickey-mouse-s-propeller-plane-10772,2022-03-22
Goofy Key Chain,Disney™,854196,6+,NA,37,4.99,NA,NA,NA,/de-de/product/goofy-keyring-854196,2022-03-22
I-Aah Schlüsselanhänger,Disney™,854203,6+,NA,37,4.99,NA,NA,NA,/de-de/product/eeyore-keyring-854203,2022-03-22
Tigger,Disney™,854193,6+,NA,37,4.99,NA,NA,NA,/de-de/product/tigger-854193,2022-03-22
Winnie Puuh Schlüsselanhänger,Disney™,854191,6+,NA,37,4.99,NA,NA,NA,/de-de/product/winnie-the-pooh-keyring-854191,2022-03-22
Enchanted Treasury,Disney™,5006808,6+,NA,NA,14.99,NA,NA,NA,/de-de/product/enchanted-treasury-5006808,2022-03-22
LEGO® ǀ Disney Prinzessin Rätselabenteuer,Disney™,5005946,4+,NA,60,7.99,NA,NA,NA,/de-de/product/lego-disney-prinzessin-ratselabenteuer-5005946,2022-03-22
Micky Schlüsselanhänger,Disney™,853998,6+,NA,37,4.99,NA,NA,NA,/de-de/product/mickey-keyring-853998,2022-03-22
Schlüsselanhänger mit Daisy Duck,Disney™,854112,6+,NA,37,4.99,NA,NA,NA,/de-de/product/daisy-duck-keyring-854112,2022-03-22
Schlüsselanhänger mit Donald Duck,Disney™,854111,6+,NA,37,4.99,NA,NA,NA,/de-de/product/donald-duck-keyring-854111,2022-03-22
Kleines Disney Schloss,Disney™,40478,12+,567,262,34.99,NA,NA,NA,/de-de/product/mini-disney-castle-40478,2022-03-22
Isabelas magische Tür,Disney™,43201,5+,114,150,19.99,NA,NA,NA,/de-de/product/isabela-s-magical-door-43201,2022-03-22
LEGO® l Disney Princess™ Build Your Own Adventure,Disney™,5005655,7+,NA,99,22,NA,NA,NA,/de-de/product/lego-l-disney-princess-build-your-own-adventure-5005655,2022-03-22
Minnie Schlüsselanhänger,Disney™,853999,6+,NA,37,4.99,NA,NA,NA,/de-de/product/minnie-keyring-853999,2022-03-22
Großes Message-Board,DOTS,41952,8+,943,300,39.99,NA,NA,NA,/de-de/product/big-message-board-41952,2022-03-22
Taschenanhänger Kreativset,DOTS,41949,6+,228,225,29.99,NA,NA,NA,/de-de/product/bag-tags-mega-pack-messaging-41949,2022-03-22
Ergänzungsset XXL – Botschaften,DOTS,41950,6+,722,150,19.99,NA,NA,NA,/de-de/product/lots-of-dots-lettering-41950,2022-03-22
Message Board,DOTS,41951,6+,531,150,19.99,NA,NA,NA,/de-de/product/message-board-41951,2022-03-22
Abenteuer Freundschaftsarmbänder,DOTS,41918,6+,34,52,6.99,NA,NA,NA,/de-de/product/adventure-bracelets-41918,2022-03-22
Kaktus Armband,DOTS,41922,6+,33,31,6.99,NA,NA,NA,/de-de/product/cool-cactus-bracelet-41922,2022-03-22
Musik Armband,DOTS,41933,6+,33,31,6.99,NA,NA,NA,/de-de/product/music-bracelet-41933,2022-03-22
Taschenanhänger Drache,DOTS,41939,6+,82,52,6.99,NA,NA,NA,/de-de/product/bag-tag-dragon-41939,2022-03-22
Taschenanhänger Einhorn,DOTS,41940,6+,80,52,6.99,NA,NA,NA,/de-de/product/bag-tag-unicorn-41940,2022-03-22
Taschenanhänger Hund,DOTS,41927,6+,84,52,6.99,NA,NA,NA,/de-de/product/bag-tag-dog-41927,2022-03-22
Taschenanhänger Leopard,DOTS,41929,6+,84,31,6.99,NA,NA,NA,/de-de/product/bag-tag-leopard-41929,2022-03-22
Taschenanhänger Narwal,DOTS,41928,6+,85,31,6.99,NA,NA,NA,/de-de/product/bag-tag-narwhal-41928,2022-03-22
Ergänzungsset Geheimnisse,DOTS,41921,6+,107,30,3.99,NA,NA,NA,/de-de/product/extra-dots-series-3-41921,2022-03-22
Ergänzungsset Tiergesichter,DOTS,41931,6+,105,30,3.99,NA,NA,NA,/de-de/product/extra-dots-series-4-41931,2022-03-22
Ergänzungsset Urlaub,DOTS,41932,6+,120,30,3.99,NA,NA,NA,/de-de/product/extra-dots-series-5-41932,2022-03-22
Ultimatives Designer-Set,DOTS,41938,7+,849,300,39.99,NA,NA,NA,/de-de/product/creative-designer-box-41938,2022-03-22
Kreativset Sommerspaß,DOTS,41937,6+,441,225,29.99,NA,NA,NA,/de-de/product/multi-pack-summer-vibes-41937,2022-03-22
Bananen Stiftehalter,DOTS,41948,6+,438,150,19.99,NA,NA,NA,/de-de/product/cute-banana-pen-holder-41948,2022-03-22
Ergänzungsset XXL,DOTS,41935,6+,1040,150,19.99,NA,NA,NA,/de-de/product/lots-of-dots-41935,2022-03-22
Raketen Stiftehalter,DOTS,41936,6+,321,150,19.99,NA,NA,NA,/de-de/product/pencil-holder-41936,2022-03-22
Candy Kitty Armband & Taschenanhänger,DOTS,41944,6+,188,112,14.99,NA,NA,NA,/de-de/product/candy-kitty-bracelet-bag-tag-41944,2022-03-22
Neon-Tiger Armband & Taschenanhänger,DOTS,41945,6+,188,112,14.99,NA,NA,NA,/de-de/product/neon-tiger-bracelet-bag-tag-41945,2022-03-22
Gaming Armband mit Anhängern,DOTS,41943,6+,37,52,6.99,NA,NA,NA,/de-de/product/gamer-bracelet-with-charms-41943,2022-03-22
Ozean Armband mit Anhängern,DOTS,41942,6+,36,52,6.99,NA,NA,NA,/de-de/product/into-the-deep-bracelets-with-charms-41942,2022-03-22
DOTS Mini Bilderrahmen,DOTS,30556,6+,85,30,3.99,NA,NA,NA,/de-de/product/dots-mini-frame-30556,2022-03-22
Ergänzungsset Emojis,DOTS,41946,6+,118,30,3.99,NA,NA,NA,/de-de/product/extra-dots-series-6-41946,2022-03-22
Feuerwehrwache mit Hubschrauber,DUPLO®,10970,2+,117,675,89.99,NA,NA,NA,/de-de/product/fire-station-helicopter-10970,2022-03-22
Polizeistation mit Hubschrauber,DUPLO®,10959,2+,40,375,49.99,NA,NA,NA,/de-de/product/police-station-helicopter-10959,2022-03-22
Arztbesuch,DUPLO®,10968,2+,34,150,19.99,NA,NA,NA,/de-de/product/doctor-visit-10968,2022-03-22
LEGO® DUPLO® Bauplatte in Grün,DUPLO®,10980,1½+,1,112,14.99,NA,NA,NA,/de-de/product/lego-duplo-green-building-plate-10980,2022-03-22
Polizeimotorrad,DUPLO®,10967,2+,5,75,9.99,NA,NA,NA,/de-de/product/police-motorcycle-10967,2022-03-22
Kreative Geburtstagsparty,DUPLO®,10958,1½+,200,450,59.99,NA,NA,NA,/de-de/product/creative-birthday-party-10958,2022-03-22
Meine riesige Welt,LEGO® Education,45028,2-6,480,2025,269.99,NA,NA,NA,/de-de/product/lego-education-my-xl-world-45028,2022-03-22
Röhren,LEGO® Education,45026,3-6,150,1162,154.99,NA,NA,NA,/de-de/product/tubes-45026,2022-03-22
Große Baustelle mit Licht und Ton,DUPLO®,10933,2+,123,975,129.99,NA,NA,NA,/de-de/product/tower-crane-construction-10933,2022-03-22
Erlebnispark,DUPLO®,10956,2+,95,900,119.99,NA,NA,NA,/de-de/product/amusement-park-10956,2022-03-22
Güterzug,DUPLO®,10875,2-5,105,900,119.99,NA,NA,NA,/de-de/product/cargo-train-10875,2022-03-22
Glückliche Kindheitsmomente,DUPLO®,10943,2+,227,750,99.99,NA,NA,NA,/de-de/product/happy-childhood-moments-10943,2022-03-22
Parkhaus mit Autowaschanlage,DUPLO®,10948,2+,112,750,99.99,NA,NA,NA,/de-de/product/parking-garage-and-car-wash-10948,2022-03-22
"Scheune, Traktor und Tierpflege",DUPLO®,10952,2+,97,525,69.99,NA,NA,NA,/de-de/product/barn-tractor-farm-animal-care-10952,2022-03-22
LEGO® DUPLO® Bausteine - Großer Tierspaß,DUPLO®,10934,1½+,175,450,59.99,NA,NA,NA,/de-de/product/creative-animals-10934,2022-03-22
Unser Wohnhaus,DUPLO®,10929,2+,129,450,59.99,NA,NA,NA,/de-de/product/modular-playhouse-10929,2022-03-22
Rennwagen,DUPLO®,10947,2+,44,375,49.99,NA,NA,NA,/de-de/product/race-cars-10947,2022-03-22
Badewannenspaß: Schwimmende Tierinsel,DUPLO®,10966,1½+,20,300,39.99,NA,NA,NA,/de-de/product/bath-time-fun-floating-animal-island-10966,2022-03-22
Kreativer Bauspaß,DUPLO®,10978,1½+,120,300,39.99,NA,NA,NA,/de-de/product/creative-building-time-10978,2022-03-22
Ausbruch des T. rex und Triceratops,Jurassic World™,10939,2+,36,225,29.99,NA,NA,NA,/de-de/product/t-rex-and-triceratops-dinosaur-breakout-10939,2022-03-22
Familienabenteuer mit Campingbus,DUPLO®,10946,2+,30,225,29.99,NA,NA,NA,/de-de/product/family-camping-van-adventure-10946,2022-03-22
Flugzeug und Flughafen,DUPLO®,10961,2+,28,225,29.99,NA,NA,NA,/de-de/product/airplane-airport-10961,2022-03-22
LEGO® DUPLO® Steinebox,DUPLO®,10913,1½+,65,225,29.99,NA,NA,NA,/de-de/product/brick-box-10913,2022-03-22
Mein erster ABC-Lastwagen,DUPLO®,10915,1½+,36,225,29.99,NA,NA,NA,/de-de/product/alphabet-truck-10915,2022-03-22
Pferdestall und Ponypflege,DUPLO®,10951,2+,65,225,29.99,NA,NA,NA,/de-de/product/horse-stable-and-pony-care-10951,2022-03-22
Spider-Mans Hauptquartier,Spider-Man,10940,2+,36,225,29.99,NA,NA,NA,/de-de/product/spider-man-headquarters-10940,2022-03-22
Eisenbahnbrücke und Schienen,DUPLO®,10872,2-5,26,187,24.99,NA,NA,NA,/de-de/product/train-bridge-and-tracks-10872,2022-03-22
Badewannenspaß: Schwimmender Tierzug,DUPLO®,10965,1½+,14,150,19.99,NA,NA,NA,/de-de/product/bath-time-fun-floating-animal-train-10965,2022-03-22
Bagger und Laster,DUPLO®,10931,NA,20,150,19.99,NA,NA,NA,/de-de/product/truck-tracked-excavator-10931,2022-03-22
Eisenbahn Schienen,DUPLO®,10882,2-5,23,150,19.99,NA,NA,NA,/de-de/product/train-tracks-10882,2022-03-22
Mein erster Bauspaß,DUPLO®,10909,1½+,80,150,19.99,NA,NA,NA,/de-de/product/heart-box-10909,2022-03-22
Mein erster Tierzug,DUPLO®,10955,1½+,15,150,19.99,NA,NA,NA,/de-de/product/animal-train-10955,2022-03-22
Müllabfuhr und Wertstoffhof,DUPLO®,10945,2+,19,150,19.99,NA,NA,NA,/de-de/product/garbage-truck-and-recycling-10945,2022-03-22
Spaceshuttle Weltraummission,DUPLO®,10944,2+,23,150,19.99,NA,NA,NA,/de-de/product/space-shuttle-mission-10944,2022-03-22
Traktor und Tierpflege,DUPLO®,10950,2+,27,150,19.99,NA,NA,NA,/de-de/product/farm-tractor-animal-care-10950,2022-03-22
Zahlenzug – Zählen lernen,DUPLO®,10954,1½+,23,150,19.99,NA,NA,NA,/de-de/product/number-train-learn-to-count-10954,2022-03-22
Badewannenspaß: Schwimmender Panda,DUPLO®,10964,1½+,5,75,9.99,NA,NA,NA,/de-de/product/bath-time-fun-floating-red-panda-10964,2022-03-22
Mein erster Feuerwehrhubschrauber und mein erstes Polizeiauto,DUPLO®,10957,1½+,14,75,9.99,NA,NA,NA,/de-de/product/fire-helicopter-police-car-10957,2022-03-22
Mein erstes Einhorn,DUPLO®,10953,NA,8,75,9.99,NA,NA,NA,/de-de/product/unicorn-10953,2022-03-22
Radlader,DUPLO®,10930,2+,10,75,9.99,NA,NA,NA,/de-de/product/bulldozer-10930,2022-03-22
Tierpflege auf dem Bauernhof,DUPLO®,10949,NA,11,75,9.99,NA,NA,NA,/de-de/product/farm-animal-care-10949,2022-03-22
Dinosaurier Kindergarten,DUPLO®,10938,2+,27,150,19.99,NA,NA,NA,/de-de/product/dinosaur-nursery-10938,2022-03-22
Dampfeisenbahn,DUPLO®,10874,2-5,NA,450,59.99,NA,NA,NA,/de-de/product/steam-train-10874,2022-03-22
Ferienhaus am Strand,Friends,41709,7+,686,525,69.99,NA,NA,NA,/de-de/product/vacation-beach-house-41709,2022-03-22
Tiertagesstätte,Friends,41718,7+,593,487,64.99,NA,NA,NA,/de-de/product/pet-day-care-centre-41718,2022-03-22
Tieradoptionscafé,Friends,41699,6+,292,225,29.99,NA,NA,NA,/de-de/product/pet-adoption-cafe-41699,2022-03-22
Tierspielplatz,Friends,41698,5+,210,150,19.99,NA,NA,NA,/de-de/product/pet-playground-41698,2022-03-22
Tierrettungswagen,Friends,41694,4+,54,75,9.99,NA,NA,NA,/de-de/product/pet-clinic-ambulance-41694,2022-03-22
Partyboot von Heartlake City,Friends,41433,7+,640,600,79.99,NA,NA,NA,/de-de/product/party-boat-41433,2022-03-22
Andreas Bühne & Auto,Friends,41390,6+,240,150,19.99,NA,NA,NA,/de-de/product/andrea-s-car-stage-41390,2022-03-22
Andreas Schwimmstar-Würfel,Friends,41671,6+,59,75,9.99,NA,NA,NA,/de-de/product/andrea-s-swimming-cube-41671,2022-03-22
Emmas Mode-Würfel,Friends,41668,6+,58,75,9.99,NA,NA,NA,/de-de/product/emma-s-fashion-cube-41668,2022-03-22
Mias Fußball-Würfel,Friends,41669,6+,56,75,9.99,NA,NA,NA,/de-de/product/mia-s-soccer-cube-41669,2022-03-22
Wohnblock,Friends,41704,8+,1682,1125,149.99,NA,NA,NA,/de-de/product/main-street-building-41704,2022-03-22
Heartlake City Hotel,Friends,41684,8+,1308,750,99.99,NA,NA,NA,/de-de/product/heartlake-city-grand-hotel-41684,2022-03-22
Heartlake City Kaufhaus,Friends,41450,8+,1032,750,99.99,NA,NA,NA,/de-de/product/heartlake-city-shopping-mall-41450,2022-03-22
Magische Jahrmarktachterbahn,Friends,41685,8+,974,750,99.99,NA,NA,NA,/de-de/product/magical-funfair-roller-coaster-41685,2022-03-22
Freundschaftsbaumhaus,Friends,41703,8+,1114,600,79.99,NA,NA,NA,/de-de/product/friendship-tree-house-41703,2022-03-22
Hausboot,Friends,41702,7+,737,562,74.99,NA,NA,NA,/de-de/product/canal-houseboat-41702,2022-03-22
Andreas Haus,Friends,41449,6+,802,525,69.99,NA,NA,NA,/de-de/product/andrea-s-family-house-41449,2022-03-22
Freundschaftsbus,Friends,41395,8+,778,525,69.99,NA,NA,NA,/de-de/product/friendship-bus-41395,2022-03-22
Heartlake City Schule,Friends,41682,6+,605,525,69.99,NA,NA,NA,/de-de/product/heartlake-city-school-41682,2022-03-22
Reiterhof im Wald,Friends,41683,7+,511,525,69.99,NA,NA,NA,/de-de/product/forest-horseback-riding-center-41683,2022-03-22
Surfer-Strandhaus,Friends,41693,6+,NA,525,69.99,NA,NA,NA,/de-de/product/surfer-beachfront-41693,2022-03-22
Magisches Riesenrad mit Rutsche,Friends,41689,7+,545,450,59.99,NA,NA,NA,/de-de/product/magical-ferris-wheel-and-slide-41689,2022-03-22
Heartlake City Kino,Friends,41448,7+,451,375,49.99,NA,NA,NA,/de-de/product/heartlake-city-movie-theater-41448,2022-03-22
Magischer Wohnwagen,Friends,41688,7+,348,375,49.99,NA,NA,NA,/de-de/product/magical-caravan-41688,2022-03-22
Streetfood-Markt,Friends,41701,6+,592,375,49.99,NA,NA,NA,/de-de/product/street-food-market-41701,2022-03-22
Wohnmobil- und Segelbootausflug,Friends,41681,7+,487,375,49.99,NA,NA,NA,/de-de/product/forest-camper-van-and-sailboat-41681,2022-03-22
Die große Backshow,Friends,41393,6+,361,300,39.99,NA,NA,NA,/de-de/product/baking-competition-41393,2022-03-22
Glamping am Strand,Friends,41700,6+,380,300,39.99,NA,NA,NA,/de-de/product/beach-glamping-41700,2022-03-22
Baumhaus im Wald,Friends,41679,6+,326,225,29.99,NA,NA,NA,/de-de/product/forest-house-41679,2022-03-22
Baumpflanzungsfahrzeug,Friends,41707,6+,336,225,29.99,NA,NA,NA,/de-de/product/tree-planting-vehicle-41707,2022-03-22
Heartlake City Bio-Café,Friends,41444,6+,314,225,29.99,NA,NA,NA,/de-de/product/heartlake-city-organic-cafe-41444,2022-03-22
Magische Jahrmarktbuden,Friends,41687,6+,361,225,29.99,NA,NA,NA,/de-de/product/magical-funfair-stalls-41687,2022-03-22
Trainingskoppel und Pferdeanhänger,Friends,41441,4+,148,NA,29.99,NA,NA,NA,/de-de/product/horse-training-and-trailer-41441,2022-03-22
Hundetagespflege,Friends,41691,6+,221,150,19.99,NA,NA,NA,/de-de/product/doggy-day-care-41691,2022-03-22
Magische Akrobatikshow,Friends,41686,6+,NA,150,19.99,NA,NA,NA,/de-de/product/magical-acrobatics-41686,2022-03-22
Tierklinik,Friends,41695,4+,111,150,19.99,NA,NA,NA,/de-de/product/pet-clinic-41695,2022-03-22
Olivias Elektroauto,Friends,41443,6+,183,112,14.99,NA,NA,NA,/de-de/product/olivia-s-electric-car-41443,2022-03-22
Schildkröten-Rettungswagen,Friends,41697,6+,90,75,9.99,NA,NA,NA,/de-de/product/turtle-protection-vehicle-41697,2022-03-22
Wasserfall im Wald,Friends,41677,5+,93,75,9.99,NA,NA,NA,/de-de/product/forest-waterfall-41677,2022-03-22
Friends Belight Rucksack,Friends,5005919,5+,NA,202,44.99,NA,NA,NA,/de-de/product/friends-belight-backpack-5005919,2022-03-22
Mobiler Katzensalon,Friends,41439,4+,60,75,9.99,NA,NA,NA,/de-de/product/cat-grooming-car-41439,2022-03-22
Pralinenschachtel & Blume,Friends,30411,5+,75,30,3.99,NA,NA,NA,/de-de/product/chocolate-box-flower-30411,2022-03-22
Winkelgasse,Harry Potter™,75978,16+,5544,3000,399.99,NA,NA,NA,/de-de/product/diagon-alley-75978,2022-03-22
Hogwarts™ Zauberkoffer,Harry Potter™,76399,8+,603,450,59.99,NA,NA,NA,/de-de/product/hogwarts-magical-trunk-76399,2022-03-22
Hogwarts™ Krankenflügel,Harry Potter™,76398,8+,510,375,49.99,NA,NA,NA,/de-de/product/hogwarts-hospital-wing-76398,2022-03-22
Hogwarts™ Moment: Verteidigungsunterricht,Harry Potter™,76397,8+,257,225,29.99,NA,NA,NA,/de-de/product/hogwarts-moment-defence-class-76397,2022-03-22
Hogwarts™ Moment: Wahrsageunterricht,Harry Potter™,76396,8+,297,225,29.99,NA,NA,NA,/de-de/product/hogwarts-moment-divination-class-76396,2022-03-22
Schloss Hogwarts™,Harry Potter™,71043,16+,6020,3150,419.99,NA,NA,NA,/de-de/product/hogwarts-castle-71043,2022-03-22
Hogwarts™ Ikonen – Sammler-Edition,Harry Potter™,76391,18+,3010,1875,249.99,"H: 18"" (44cm)","B: 20"" (50cm)","T: 13"" (33cm)",/de-de/product/hogwarts-icons-collectors-edition-76391,2022-03-22
Harry Potter™ & Hermine Granger™,Harry Potter™,76393,10+,1673,975,129.99,NA,NA,NA,/de-de/product/harry-potter-hermione-granger-76393,2022-03-22
Harry Potter™ Hogwarts™ Wappen,Harry Potter™,31201,18+,4249,900,119.99,NA,NA,NA,/de-de/product/harry-potter-hogwarts-crests-31201,2022-03-22
Angriff auf den Fuchsbau,Harry Potter™,75980,9+,1047,750,99.99,NA,NA,NA,/de-de/product/attack-on-the-burrow-75980,2022-03-22
Astronomieturm auf Schloss Hogwarts™,Harry Potter™,75969,9+,971,750,99.99,NA,NA,NA,/de-de/product/hogwarts-astronomy-tower-75969,2022-03-22
Hogwarts™ Uhrenturm,Harry Potter™,75948,9+,922,750,99.99,NA,NA,NA,/de-de/product/hogwarts-clock-tower-75948,2022-03-22
Hogwarts™ Express,Harry Potter™,75955,8-14,801,675,89.99,NA,NA,NA,/de-de/product/hogwarts-express-75955,2022-03-22
Besuch in Hogsmeade™,Harry Potter™,76388,8+,851,600,79.99,"H: 9"" (22cm)","B: 12"" (30cm)","T: 4"" (9cm)",/de-de/product/hogsmeade-village-visit-76388,2022-03-22
Ligusterweg 4,Harry Potter™,75968,8+,797,525,69.99,NA,NA,NA,/de-de/product/4-privet-drive-75968,2022-03-22
"Fawkes, Dumbledores Phönix",Harry Potter™,76394,10+,597,300,39.99,NA,NA,NA,/de-de/product/fawkes-dumbledore-s-phoenix-76394,2022-03-22
Hogwarts™: Begegnung mit Fluffy,Harry Potter™,76387,8+,397,300,39.99,"H: 12"" (30cm)","B: 8"" (19cm)","T: 3"" (7cm)",/de-de/product/hogwarts-fluffy-encounter-76387,2022-03-22
Hogwarts™ Moment: Verwandlungsunterricht,Harry Potter™,76382,8+,241,225,29.99,NA,NA,NA,/de-de/product/hogwarts-moment-transfiguration-class-76382,2022-03-22
Hogwarts™ Moment: Zaubertrankunterricht,Harry Potter™,76383,8+,271,225,29.99,NA,NA,NA,/de-de/product/hogwarts-moment-potions-class-76383,2022-03-22
Hogwarts™: Erste Flugstunde,Harry Potter™,76395,7+,264,225,29.99,"H: 6"" (15cm)","B: 8"" (20cm)","T: 3"" (6cm)",/de-de/product/hogwarts-first-flying-lesson-76395,2022-03-22
Hogwarts™: Misslungener Vielsafttrank,Harry Potter™,76386,7+,217,150,19.99,"H: 4"" (8cm)","B: 5"" (12cm)","T: 3"" (6cm)",/de-de/product/hogwarts-polyjuice-potion-mistake-76386,2022-03-22
LEGO® Harry Potter™ Abenteuer selbst gebaut,Harry Potter™,5007026,6+,NA,187,24.95,NA,NA,NA,/de-de/product/lego-harry-potter-build-your-own-adventure-5007026,2022-03-22
Magical Treasury,Harry Potter™,5006810,6+,NA,NA,19.99,NA,NA,NA,/de-de/product/magical-treasury-5006810,2022-03-22
Schlüsselanhänger mit Ron,Harry Potter™,854116,6+,NA,37,4.99,NA,NA,NA,/de-de/product/ron-keyring-854116,2022-03-22
Hogwarts™ Kammer des Schreckens,Harry Potter™,76389,9+,NA,1050,139.99,"H: 16"" (40cm)","B: 16"" (40cm)","T: 5"" (11cm)",/de-de/product/hogwarts-chamber-of-secrets-76389,2022-03-22
Hogwarts™ Zauberschach,Harry Potter™,76392,10+,876,525,69.99,"H: 4"" (8cm)","B: 11"" (27cm)","T: 11"" (27cm)",/de-de/product/hogwarts-wizard-s-chess-76392,2022-03-22
Hogwarts™ Moment: Zauberkunstunterricht,Harry Potter™,76385,8+,256,225,29.99,NA,NA,NA,/de-de/product/hogwarts-moment-charms-class-76385,2022-03-22
Schlüsselanhänger mit Harry Potter™,Harry Potter™,854114,6+,NA,37,4.99,NA,NA,NA,/de-de/product/harry-potter-keyring-854114,2022-03-22
Schlüsselanhänger mit Hermine,Harry Potter™,854115,6+,NA,37,4.99,NA,NA,NA,/de-de/product/hermione-keyring-854115,2022-03-22
Globus,Ideas,21332,18+,NA,1500,199.99,"H: 16"" (40cm)","B: 12"" (30cm)","T: 11"" (26cm)",/de-de/product/the-globe-21332,2022-03-22
Seinfeld,Ideas,21328,18+,1326,600,79.99,"H: 6"" (14cm)","B: 13"" (33cm)","T: 8"" (18cm)",/de-de/product/seinfeld-21328,2022-03-22
